period,transactions,days,fraud_rate_pct,alerts,alerts_per_day,precision,recall,psi_score,psi_score_tail,missing_rate_pct,psi_log_amt,psi_hour,psi_n_txn_prior_24h,psi_amt_sum_prior_24h,psi_amt_to_cust_avg,psi_hours_since_last_txn,psi_dist_home_merchant_km,psi_is_first_merchant_for_cust,psi_category,window,labels_mature
2020-04,53895,24,0.4805640597458021,451,18.791666666666668,0.5587583148558758,0.972972972972973,0.00542723552338719,0.0010321199522687534,0.009277298450691158,0.00020381763912061815,6.800630110131051e-05,0.04253981254242528,0.02292351150040591,0.0001836814378897319,0.015693796215528938,9.641725418364142e-05,0.004833378348565517,0.0002566134076528574,reference,True
2020-05,74343,31,0.7088764241421519,759,24.483870967741936,0.6903820816864296,0.9943074003795066,0.001504750121641281,0.0011024994027455859,0.00941581588044604,0.00011141957709557781,0.00011638076483477767,0.02287972643281301,0.014460389859257107,0.00010728622527218567,0.006342721715611026,7.792215382689853e-05,0.0015069665350288316,0.00017742378029327358,reference,True
2020-06,87805,30,0.5318603724161495,722,24.066666666666666,0.6301939058171745,0.974304068522484,0.00013388049210945145,1.207577315059581e-05,0.0034166619213028874,4.992875023709333e-05,9.39948577519028e-05,0.014157549738009749,0.009048551267393396,4.832671289125223e-05,0.005227347062721601,3.716649569364598e-05,2.163480880106633e-05,9.60329258135796e-05,reference,True
2020-07,85848,31,0.3739166899636567,544,17.548387096774192,0.5735294117647058,0.9719626168224299,0.001310114883128136,0.0007225869938509277,0.00349454850433324,0.00010594006419737056,8.985550646468963e-05,0.003874784538045766,0.002407428328035041,8.004628847279236e-05,0.0010689425786657397,8.402898373689404e-05,0.0012869652847807382,0.00016596887348298612,reference,True
2020-08,88759,31,0.4675582194481686,633,20.419354838709676,0.6461295418641391,0.9855421686746988,0.0023750841535474377,0.00043083674007717026,0.0,3.8433267548541484e-05,0.0001104154770145017,0.005920813084462011,0.003997488023984366,5.399932471924783e-05,0.0028119918095751957,7.851364500494271e-05,0.004655755102520764,7.403774376693195e-05,mixed (go-live month),True
2020-09,69533,30,0.4889764572217508,507,16.9,0.6489151873767258,0.9676470588235294,0.008612295514512782,0.0017714060488614378,0.00862899630391325,0.00014149884870975066,0.00026508545223577164,0.02786367040160758,0.016758157988232422,0.00023029618823690315,0.010820021033186699,0.00020991041235310403,0.009198629206939011,0.00017536963065032318,live,True
2020-10,69348,31,0.5537290188613947,552,17.806451612903224,0.6793478260869565,0.9765625,0.011543916066253407,0.0014558865522669312,0.005768010613139528,0.00018552169242701903,8.206017429812279e-05,0.06006047544890267,0.03377557549028771,0.00011554723874105448,0.018225384524250824,9.265308786346391e-05,0.01413770955886894,0.0002787426888640453,live,True
2020-11,72635,30,0.4047635437461279,469,15.633333333333333,0.6119402985074627,0.9761904761904762,0.016460227501948192,0.0029874674975449702,0.0,0.0001043202230679319,5.031969605264312e-05,0.017964065319495036,0.011623514603767982,0.00019653107386472698,0.005144453890166902,0.00020358581964539954,0.018343768235122362,0.00013537888712487553,live,False
2020-12,139538,31,0.1848958706588886,564,18.193548387096776,0.4450354609929078,0.9728682170542635,0.05415531233826013,0.009085626056254396,0.001433301322937121,0.0001075867600563582,0.00011307292901817026,0.5168454392637332,0.3300523319946718,0.00018645342874242326,0.16373189362134,3.4228036464567055e-05,0.029409564460271726,0.00016487336429315449,live,False
