population,per_day,fraud_rate,reviews_needed_per_day,expected_frauds_found_per_month
Monitor-only band (reviewed with spare capacity),71.23255813953489,0.002938295788442703,71.23255813953489,6.279069767441861
No-action band (random sample),2785.1007751937987,2.2266879686482332e-05,1.6666666666666667,0.0011133439843241167
